timestamp,station_id,anomaly_type,description
2026-08-29T01:11:46.283422,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:11:46.293465,AWS_KNP,drift,Temperature drifted by 0.26
2026-08-29T01:11:48.318034,AWS_MUM,spike,pressure spiked by 89.35
2026-08-29T01:11:48.324514,AWS_HYD,dropout,Reading dropped
2026-08-29T01:11:48.329754,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:11:48.338950,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:11:48.348887,AWS_KNP,drift,Temperature drifted by 0.56
2026-08-29T01:11:50.434604,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:11:50.442881,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:11:50.462614,AWS_KNP,drift,Temperature drifted by 0.93
2026-08-29T01:11:50.480054,AWS_BHO,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:11:50.495289,AWS_VTZ,spatial_outlier,Deviating from spatial trend
2026-08-29T01:11:50.519632,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:11:52.564973,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:11:52.574242,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:11:52.579056,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:11:52.582148,AWS_JAI,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:11:52.585766,AWS_KNP,drift,Temperature drifted by 1.20
2026-08-29T01:11:52.594241,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:11:52.597071,AWS_COK,spike,humidity spiked by -21.23
2026-08-29T01:11:52.607269,AWS_VTZ,spatial_outlier,Deviating from spatial trend
2026-08-29T01:11:52.610765,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:11:52.615545,AWS_CJB,spike,humidity spiked by -11.12
2026-08-29T01:11:54.633101,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:11:54.658566,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:11:54.667158,AWS_AMD,frozen_value,Values frozen
2026-08-29T01:11:54.682005,AWS_STV,spatial_outlier,Deviating from spatial trend
2026-08-29T01:11:54.713211,AWS_KNP,drift,Temperature drifted by 1.68
2026-08-29T01:11:54.723360,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:11:54.727986,AWS_COK,drift,Temperature drifted by 0.18
2026-08-29T01:11:54.733238,AWS_VTZ,spike,temperature spiked by -24.10
2026-08-29T01:11:54.741269,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:11:56.752121,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:11:56.760631,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:11:56.776258,AWS_KNP,drift,Temperature drifted by 2.09
2026-08-29T01:11:56.782559,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:11:56.788588,AWS_COK,drift,Temperature drifted by 0.48
2026-08-29T01:11:56.793679,AWS_PAT,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:11:56.796981,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:11:58.807543,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:11:58.812879,AWS_BLR,dropout,Reading dropped
2026-08-29T01:11:58.814934,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:11:58.821659,AWS_KNP,drift,Temperature drifted by 2.48
2026-08-29T01:11:58.823272,AWS_IDR,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:11:58.825486,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:11:58.827853,AWS_COK,drift,Temperature drifted by 0.72
2026-08-29T01:11:58.832487,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:11:58.836284,AWS_BBI,dropout,Reading dropped
2026-08-29T01:11:58.839720,AWS_IXR,spike,temperature spiked by 29.59
2026-08-29T01:12:00.842065,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:12:00.844444,AWS_BLR,dropout,Reading dropped
2026-08-29T01:12:00.845311,AWS_HYD,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:00.850699,AWS_KNP,drift,Temperature drifted by 2.88
2026-08-29T01:12:00.852569,AWS_NAG,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:00.854491,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:00.856584,AWS_COK,drift,Temperature drifted by 0.99
2026-08-29T01:12:00.861748,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:00.863980,AWS_BBI,dropout,Reading dropped
2026-08-29T01:12:00.867680,AWS_MYQ,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:02.871472,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:12:02.876012,AWS_KNP,drift,Temperature drifted by 3.07
2026-08-29T01:12:02.877057,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:02.877641,AWS_COK,drift,Temperature drifted by 1.20
2026-08-29T01:12:02.878735,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:02.879967,AWS_BBI,dropout,Reading dropped
2026-08-29T01:12:02.880356,AWS_GAU,spike,temperature spiked by 28.71
2026-08-29T01:12:04.882911,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:12:04.886225,AWS_CCU,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:04.888368,AWS_STV,drift,Temperature drifted by 0.19
2026-08-29T01:12:04.889610,AWS_KNP,drift,Temperature drifted by 3.53
2026-08-29T01:12:04.891056,AWS_COK,drift,Temperature drifted by 1.51
2026-08-29T01:12:04.892058,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:04.892883,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:04.893808,AWS_GAU,spike,humidity spiked by -13.44
2026-08-29T01:12:06.897369,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:12:06.906766,AWS_MAA,drift,Temperature drifted by 0.30
2026-08-29T01:12:06.932478,AWS_STV,drift,Temperature drifted by 0.65
2026-08-29T01:12:06.940502,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:06.943742,AWS_KNP,drift,Temperature drifted by 3.83
2026-08-29T01:12:06.968427,AWS_COK,drift,Temperature drifted by 1.65
2026-08-29T01:12:06.985504,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:06.993762,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:07.003904,AWS_BBI,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:07.027702,AWS_MYQ,drift,Temperature drifted by 0.41
2026-08-29T01:12:09.036195,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:12:09.047912,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:09.051457,AWS_MAA,drift,Temperature drifted by 0.46
2026-08-29T01:12:09.082424,AWS_STV,drift,Temperature drifted by 0.92
2026-08-29T01:12:09.100957,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:09.113967,AWS_KNP,drift,Temperature drifted by 4.33
2026-08-29T01:12:09.143194,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:09.149814,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:09.160256,AWS_MYQ,drift,Temperature drifted by 0.58
2026-08-29T01:12:11.169050,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:12:11.193389,AWS_BLR,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:11.197511,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:11.203126,AWS_MAA,drift,Temperature drifted by 0.88
2026-08-29T01:12:11.222110,AWS_STV,drift,Temperature drifted by 1.05
2026-08-29T01:12:11.225404,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:11.227835,AWS_KNP,drift,Temperature drifted by 4.65
2026-08-29T01:12:11.232375,AWS_TRV,drift,Temperature drifted by 0.13
2026-08-29T01:12:11.234700,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:11.238644,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:11.241853,AWS_MYQ,drift,Temperature drifted by 0.88
2026-08-29T01:12:11.243617,AWS_CJB,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:13.246077,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:12:13.252693,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:13.266035,AWS_MAA,drift,Temperature drifted by 1.19
2026-08-29T01:12:13.283384,AWS_STV,drift,Temperature drifted by 1.34
2026-08-29T01:12:13.286847,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:13.289886,AWS_KNP,drift,Temperature drifted by 5.14
2026-08-29T01:12:13.293953,AWS_NAG,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:13.297012,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:13.300532,AWS_TRV,drift,Temperature drifted by 0.30
2026-08-29T01:12:13.306111,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:13.310075,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:13.314993,AWS_MYQ,drift,Temperature drifted by 1.10
2026-08-29T01:12:15.321158,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:12:15.323491,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:15.324543,AWS_MAA,drift,Temperature drifted by 1.63
2026-08-29T01:12:15.326514,AWS_PNQ,dropout,Reading dropped
2026-08-29T01:12:15.327407,AWS_STV,drift,Temperature drifted by 1.81
2026-08-29T01:12:15.328045,AWS_JAI,drift,Temperature drifted by 0.45
2026-08-29T01:12:15.328797,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:15.330076,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:15.330893,AWS_TRV,drift,Temperature drifted by 0.71
2026-08-29T01:12:15.331464,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:15.332634,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:15.335212,AWS_MYQ,drift,Temperature drifted by 1.36
2026-08-29T01:12:17.337386,AWS_MUM,frozen_value,Values frozen
2026-08-29T01:12:17.341590,AWS_DEL,drift,Temperature drifted by 0.22
2026-08-29T01:12:17.345208,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:17.347254,AWS_MAA,drift,Temperature drifted by 2.01
2026-08-29T01:12:17.350781,AWS_PNQ,dropout,Reading dropped
2026-08-29T01:12:17.353940,AWS_STV,drift,Temperature drifted by 2.18
2026-08-29T01:12:17.357147,AWS_JAI,drift,Temperature drifted by 0.93
2026-08-29T01:12:17.360299,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:17.365550,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:17.368482,AWS_TRV,drift,Temperature drifted by 0.84
2026-08-29T01:12:17.370655,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:17.377018,AWS_MYQ,drift,Temperature drifted by 1.80
2026-08-29T01:12:17.379517,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:19.383546,AWS_DEL,drift,Temperature drifted by 0.51
2026-08-29T01:12:19.385158,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:19.385794,AWS_MAA,drift,Temperature drifted by 2.12
2026-08-29T01:12:19.386446,AWS_CCU,spike,temperature spiked by 24.91
2026-08-29T01:12:19.387518,AWS_STV,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:19.388154,AWS_JAI,drift,Temperature drifted by 1.22
2026-08-29T01:12:19.388731,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:19.390229,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:19.391215,AWS_TRV,drift,Temperature drifted by 1.00
2026-08-29T01:12:19.391882,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:19.393156,AWS_IXR,dropout,Reading dropped
2026-08-29T01:12:19.393709,AWS_MYQ,drift,Temperature drifted by 2.24
2026-08-29T01:12:19.395150,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:21.397751,AWS_MUM,dropout,Reading dropped
2026-08-29T01:12:21.399846,AWS_DEL,drift,Temperature drifted by 1.00
2026-08-29T01:12:21.423390,AWS_AMD,dropout,Reading dropped
2026-08-29T01:12:21.430114,AWS_JAI,drift,Temperature drifted by 1.40
2026-08-29T01:12:21.434085,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:21.460737,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:21.467260,AWS_TRV,drift,Temperature drifted by 1.11
2026-08-29T01:12:21.473393,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:21.494183,AWS_MYQ,drift,Temperature drifted by 2.70
2026-08-29T01:12:21.498755,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:23.503500,AWS_MUM,dropout,Reading dropped
2026-08-29T01:12:23.505170,AWS_DEL,drift,Temperature drifted by 1.15
2026-08-29T01:12:23.510826,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:23.514177,AWS_AMD,dropout,Reading dropped
2026-08-29T01:12:23.528009,AWS_JAI,drift,Temperature drifted by 1.58
2026-08-29T01:12:23.538431,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:23.558278,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:23.570986,AWS_TRV,drift,Temperature drifted by 1.55
2026-08-29T01:12:23.577078,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:23.583420,AWS_GAU,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:23.588901,AWS_MYQ,drift,Temperature drifted by 3.17
2026-08-29T01:12:23.590944,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:25.593972,AWS_MUM,dropout,Reading dropped
2026-08-29T01:12:25.595833,AWS_DEL,drift,Temperature drifted by 1.46
2026-08-29T01:12:25.599697,AWS_BLR,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:25.602073,AWS_HYD,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:25.607646,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:25.615802,AWS_PNQ,frozen_value,Values frozen
2026-08-29T01:12:25.624683,AWS_AMD,dropout,Reading dropped
2026-08-29T01:12:25.635716,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:25.646991,AWS_IDR,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:25.649995,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:25.659067,AWS_TRV,drift,Temperature drifted by 2.04
2026-08-29T01:12:25.664309,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:25.677508,AWS_MYQ,drift,Temperature drifted by 3.57
2026-08-29T01:12:25.700595,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:27.725649,AWS_MUM,spike,pressure spiked by -111.11
2026-08-29T01:12:27.736587,AWS_DEL,drift,Temperature drifted by 1.74
2026-08-29T01:12:27.745025,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:27.747289,AWS_PNQ,frozen_value,Values frozen
2026-08-29T01:12:27.750723,AWS_STV,dropout,Reading dropped
2026-08-29T01:12:27.752629,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:27.757675,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:27.760372,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:27.762509,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:27.764642,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:27.769109,AWS_IXR,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:27.770928,AWS_MYQ,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:27.773036,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:29.779955,AWS_DEL,drift,Temperature drifted by 1.98
2026-08-29T01:12:29.808192,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:29.814801,AWS_PNQ,frozen_value,Values frozen
2026-08-29T01:12:29.829521,AWS_STV,dropout,Reading dropped
2026-08-29T01:12:29.843232,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:29.852998,AWS_NAG,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:29.860004,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:29.867371,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:12:29.875345,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:29.879068,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:29.882074,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:29.896581,AWS_BBI,frozen_value,Values frozen
2026-08-29T01:12:29.903465,AWS_GAU,frozen_value,Values frozen
2026-08-29T01:12:29.911650,AWS_MYQ,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:29.921937,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:31.933139,AWS_DEL,drift,Temperature drifted by 2.28
2026-08-29T01:12:31.951441,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:31.966839,AWS_PNQ,frozen_value,Values frozen
2026-08-29T01:12:31.993416,AWS_LKO,frozen_value,Values frozen
2026-08-29T01:12:32.028034,AWS_BHO,frozen_value,Values frozen
2026-08-29T01:12:32.041864,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:12:32.046476,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:32.048753,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:32.050972,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:32.054518,AWS_BBI,frozen_value,Values frozen
2026-08-29T01:12:32.057377,AWS_GAU,frozen_value,Values frozen
2026-08-29T01:12:32.091426,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:34.112357,AWS_DEL,drift,Temperature drifted by 2.53
2026-08-29T01:12:34.123020,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:34.124955,AWS_PNQ,frozen_value,Values frozen
2026-08-29T01:12:34.127297,AWS_STV,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:34.130088,AWS_JAI,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:34.134793,AWS_NAG,dropout,Reading dropped
2026-08-29T01:12:34.136249,AWS_IDR,drift,Temperature drifted by 0.35
2026-08-29T01:12:34.140336,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:12:34.142819,AWS_VTZ,frozen_value,Values frozen
2026-08-29T01:12:34.145243,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:34.147206,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:34.149114,AWS_BBI,frozen_value,Values frozen
2026-08-29T01:12:34.151025,AWS_GAU,frozen_value,Values frozen
2026-08-29T01:12:34.153955,AWS_MYQ,dropout,Reading dropped
2026-08-29T01:12:34.155046,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:36.157911,AWS_MUM,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:36.166080,AWS_BLR,drift,Temperature drifted by 0.29
2026-08-29T01:12:36.183665,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:36.186818,AWS_PNQ,frozen_value,Values frozen
2026-08-29T01:12:36.189871,AWS_AMD,drift,Temperature drifted by 0.13
2026-08-29T01:12:36.193988,AWS_JAI,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:36.197161,AWS_LKO,drift,Temperature drifted by 0.32
2026-08-29T01:12:36.207792,AWS_NAG,dropout,Reading dropped
2026-08-29T01:12:36.213711,AWS_IDR,drift,Temperature drifted by 0.66
2026-08-29T01:12:36.223095,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:12:36.226139,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:36.227819,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:36.230487,AWS_BBI,frozen_value,Values frozen
2026-08-29T01:12:36.233487,AWS_GAU,frozen_value,Values frozen
2026-08-29T01:12:36.236031,AWS_IXR,spike,temperature spiked by -15.68
2026-08-29T01:12:36.238918,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:38.244133,AWS_BLR,drift,Temperature drifted by 0.73
2026-08-29T01:12:38.247382,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:38.251063,AWS_PNQ,spike,pressure spiked by 74.99
2026-08-29T01:12:38.253817,AWS_AMD,drift,Temperature drifted by 0.47
2026-08-29T01:12:38.258298,AWS_LKO,drift,Temperature drifted by 0.55
2026-08-29T01:12:38.260389,AWS_KNP,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:38.264697,AWS_IDR,drift,Temperature drifted by 0.97
2026-08-29T01:12:38.271892,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:12:38.275293,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:38.279499,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:38.281758,AWS_BBI,frozen_value,Values frozen
2026-08-29T01:12:38.284577,AWS_GAU,frozen_value,Values frozen
2026-08-29T01:12:38.288774,AWS_MYQ,spike,temperature spiked by 29.45
2026-08-29T01:12:38.290683,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:40.296226,AWS_BLR,drift,Temperature drifted by 0.83
2026-08-29T01:12:40.298434,AWS_HYD,spike,temperature spiked by -17.80
2026-08-29T01:12:40.302835,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:40.305962,AWS_AMD,drift,Temperature drifted by 0.60
2026-08-29T01:12:40.309575,AWS_JAI,dropout,Reading dropped
2026-08-29T01:12:40.310733,AWS_LKO,drift,Temperature drifted by 0.74
2026-08-29T01:12:40.314363,AWS_IDR,drift,Temperature drifted by 1.16
2026-08-29T01:12:40.317353,AWS_BHO,spike,pressure spiked by -71.31
2026-08-29T01:12:40.320153,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:12:40.323186,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:40.325019,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:40.326640,AWS_BBI,frozen_value,Values frozen
2026-08-29T01:12:40.328251,AWS_GAU,frozen_value,Values frozen
2026-08-29T01:12:40.333126,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:42.335601,AWS_MUM,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:42.338672,AWS_BLR,drift,Temperature drifted by 1.23
2026-08-29T01:12:42.340495,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:42.343424,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:42.346847,AWS_AMD,drift,Temperature drifted by 0.87
2026-08-29T01:12:42.349675,AWS_STV,dropout,Reading dropped
2026-08-29T01:12:42.351426,AWS_LKO,drift,Temperature drifted by 1.16
2026-08-29T01:12:42.355843,AWS_IDR,drift,Temperature drifted by 1.33
2026-08-29T01:12:42.358606,AWS_COK,frozen_value,Values frozen
2026-08-29T01:12:42.360244,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:12:42.363699,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:42.366059,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:42.370006,AWS_BBI,frozen_value,Values frozen
2026-08-29T01:12:42.372228,AWS_GAU,frozen_value,Values frozen
2026-08-29T01:12:42.376598,AWS_CJB,frozen_value,Values frozen
2026-08-29T01:12:44.380543,AWS_DEL,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:44.383268,AWS_BLR,drift,Temperature drifted by 1.55
2026-08-29T01:12:44.386093,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:44.391575,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:44.394427,AWS_AMD,drift,Temperature drifted by 0.98
2026-08-29T01:12:44.398071,AWS_STV,dropout,Reading dropped
2026-08-29T01:12:44.401914,AWS_LKO,drift,Temperature drifted by 1.37
2026-08-29T01:12:44.405344,AWS_NAG,drift,Temperature drifted by 0.42
2026-08-29T01:12:44.407529,AWS_IDR,drift,Temperature drifted by 1.73
2026-08-29T01:12:44.409737,AWS_BHO,spike,humidity spiked by 19.96
2026-08-29T01:12:44.411723,AWS_COK,frozen_value,Values frozen
2026-08-29T01:12:44.413929,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:12:44.416453,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:44.421406,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:44.423634,AWS_BBI,dropout,Reading dropped
2026-08-29T01:12:44.424776,AWS_GAU,frozen_value,Values frozen
2026-08-29T01:12:44.428568,AWS_MYQ,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:44.432688,AWS_CJB,dropout,Reading dropped
2026-08-29T01:12:46.436134,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:46.438847,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:46.441653,AWS_AMD,spatial_outlier,Deviating from spatial trend
2026-08-29T01:12:46.445494,AWS_LKO,drift,Temperature drifted by 1.60
2026-08-29T01:12:46.447484,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:12:46.450067,AWS_NAG,drift,Temperature drifted by 0.62
2026-08-29T01:12:46.452988,AWS_IDR,drift,Temperature drifted by 1.97
2026-08-29T01:12:46.458007,AWS_COK,frozen_value,Values frozen
2026-08-29T01:12:46.460996,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:12:46.465499,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:46.467565,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:46.469171,AWS_BBI,dropout,Reading dropped
2026-08-29T01:12:46.471184,AWS_GAU,frozen_value,Values frozen
2026-08-29T01:12:48.475961,AWS_DEL,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:48.479400,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:48.482600,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:48.486495,AWS_AMD,spike,temperature spiked by 27.76
2026-08-29T01:12:48.491218,AWS_LKO,drift,Temperature drifted by 2.07
2026-08-29T01:12:48.493205,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:12:48.495688,AWS_NAG,drift,Temperature drifted by 1.05
2026-08-29T01:12:48.499092,AWS_IDR,drift,Temperature drifted by 2.45
2026-08-29T01:12:48.506017,AWS_COK,frozen_value,Values frozen
2026-08-29T01:12:48.509165,AWS_TRV,frozen_value,Values frozen
2026-08-29T01:12:48.514662,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:48.516353,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:48.519876,AWS_GAU,frozen_value,Values frozen
2026-08-29T01:12:50.529504,AWS_BLR,spike,humidity spiked by -29.27
2026-08-29T01:12:50.532997,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:50.538038,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:50.547098,AWS_PNQ,cross_parameter_inconsistency,Physically inconsistent state
2026-08-29T01:12:50.563198,AWS_LKO,drift,Temperature drifted by 2.38
2026-08-29T01:12:50.565344,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:12:50.569556,AWS_NAG,drift,Temperature drifted by 1.20
2026-08-29T01:12:50.578199,AWS_IDR,drift,Temperature drifted by 2.87
2026-08-29T01:12:50.590073,AWS_COK,frozen_value,Values frozen
2026-08-29T01:12:50.594342,AWS_PAT,frozen_value,Values frozen
2026-08-29T01:12:50.597472,AWS_IXC,frozen_value,Values frozen
2026-08-29T01:12:50.599834,AWS_GAU,frozen_value,Values frozen
2026-08-29T01:12:50.604680,AWS_CJB,spike,pressure spiked by 121.06
2026-08-29T01:12:52.610212,AWS_MUM,dropout,Reading dropped
2026-08-29T01:12:52.625269,AWS_HYD,frozen_value,Values frozen
2026-08-29T01:12:52.645801,AWS_CCU,frozen_value,Values frozen
2026-08-29T01:12:52.654537,AWS_KNP,frozen_value,Values frozen
2026-08-29T01:12:52.658014,AWS_NAG,drift,Temperature drifted by 1.54
